trial,total_students,total_companies,companies_ranked,avg_company_ranking,company_popularity_std,company_ranking_skewness,company_ranking_kurtosis,company_entropy,company_outlier_count,company_outlier_percentage,highly_ranked_outlier_count,highly_ranked_outlier_percentage,lowly_ranked_outlier_count,lowly_ranked_outlier_percentage,best_company_avg_ranking,worst_company_avg_ranking,company_ranking_range,top_company,top_company_score,second_company,second_company_score,third_company,third_company_score,most_included_company,most_included_count,company_score_range,total_rankings_given,total_unranked_assignments
83,30,30,30,3.0122486772486776,0.5920046810845535,-0.1549623634019626,-0.6765486773328679,2.29155327022262,0,0.0,0,0.0,0,0.0,1.75,4.0,2.25,Solaris Systems,21.77777777777778,Vertex Valley Ventures,20.428571428571427,Ascendify Technologies,20.3125,Vortex Venture Group,2,1.4652777777777786,150,750
84,30,30,29,2.9034345922276956,0.5981237140833233,-1.1312491844475188,1.4178541066081882,1.969801657533178,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.0,3.8,2.8,FusionBridge Networks,22.0,DeltaBloom Group,21.875,StellarPath Logistics,19.444444444444443,EverVault Enterprises,3,2.555555555555557,150,750
85,30,30,30,2.932159692159692,0.8364691724085613,0.05922540888989723,-0.697129081913543,2.5601029958115844,0,0.0,0,0.0,0,0.0,1.5,4.666666666666667,3.166666666666667,Crimson Arc Media,26.5625,DeltaBloom Group,23.181818181818183,Nebula Dynamics,21.875,TerraNova Solutions,4,4.6875,150,750
86,30,30,30,3.050542328042327,0.7621246960131737,-0.216059006943725,1.6653470101838357,2.3810760119146073,4,13.333333333333334,2,6.666666666666667,2,6.666666666666667,1.0,5.0,4.0,TitanEdge Consulting,21.875,IronClad Systems,21.09375,Apexion Innovations,19.444444444444443,Catalyst Core,3,2.430555555555557,150,750
87,30,30,30,2.9397619047619044,0.6708623358190258,-0.04260528199056756,-0.613886241973356,2.2660528684552537,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.333333333333333,2.666666666666666,HarborWay Holdings,24.21875,Ascendify Technologies,21.875,EchoSphere Analytics,17.96875,Cobalt Circuitry,4,6.25,150,750
88,30,30,30,3.0618326118326116,0.7574727106443954,0.8706209830156945,-0.1674953376223267,2.251932579217033,0,0.0,0,0.0,0,0.0,2.0,4.75,2.75,PeakVista Partners,28.0,IronClad Systems,25.0,Catalyst Core,20.863636363636363,Orion Synergy,3,7.136363636363637,150,750
89,30,30,30,2.9992195767195766,0.8606873514373372,0.04470986812259255,-0.27438990141182407,2.6574258137630506,0,0.0,0,0.0,0,0.0,1.0,5.0,4.0,FusionBridge Networks,22.555555555555557,EverVault Enterprises,20.428571428571427,Lumeon Strategies,19.642857142857142,Apexion Innovations,3,2.912698412698415,150,750
90,30,30,30,3.0374867724867727,0.5196332102449192,-0.04159535014419655,-0.7668252578006145,1.9382689280764644,0,0.0,0,0.0,0,0.0,2.0,4.0,2.0,FusionBridge Networks,21.875,LuxeLoom Enterprises,18.857142857142858,ZenithWorks,18.071428571428573,Vertex Valley Ventures,4,3.803571428571427,150,750
91,30,30,29,2.939408866995074,0.7684248893816471,0.33593576692617205,-1.2386445105789214,2.244517204030301,0,0.0,0,0.0,0,0.0,2.0,4.333333333333333,2.333333333333333,Lumeon Strategies,20.428571428571427,Crimson Arc Media,19.0,Ascendify Technologies,18.208333333333332,TitanEdge Consulting,3,2.220238095238095,150,750
92,30,30,30,2.9317460317460315,0.8493691432745772,-0.08788317064944966,0.7168568756932316,2.615922063835167,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.0,5.0,4.0,Nimbus Nexus,21.875,TitanEdge Consulting,20.583333333333332,EverVault Enterprises,19.642857142857142,EchoSphere Analytics,4,2.2321428571428577,150,750
93,30,30,30,2.980224867724868,0.8325423563046461,-0.1655425998081066,-0.39697254085762834,2.6975347643587213,0,0.0,0,0.0,0,0.0,1.0,4.5,3.5,StellarPath Logistics,22.0,EchoSphere Analytics,21.214285714285715,Vertex Valley Ventures,21.09375,Nebula Dynamics,4,0.90625,150,750
94,30,30,30,3.1184523809523816,0.7055633949338622,0.7402383756626372,-0.03556713334767725,2.1847776529602827,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,DeltaBloom Group,25.666666666666668,IronClad Systems,23.4375,Nimbus Nexus,19.0,EchoSphere Analytics,3,6.666666666666668,150,750
95,30,30,30,2.9974074074074073,0.747942081137927,-0.4896313180834234,-0.9662000224128717,2.310546748544161,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,FusionBridge Networks,26.5625,PrismPoint Studios,24.88888888888889,PeakVista Partners,21.214285714285715,Solaris Systems,4,5.348214285714285,150,750
96,30,30,30,3.009140211640212,0.6200351850277802,0.44771678553956534,-0.535516118388919,2.235591746027931,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,Crimson Arc Media,21.77777777777778,Ascendify Technologies,21.77777777777778,Nimbus Nexus,21.09375,FusionBridge Networks,3,0.6840277777777786,150,750
97,30,30,30,3.058849206349206,0.6248337407988748,-0.053971144318528334,-0.8041412568736086,2.386569246460625,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.0,2.333333333333333,DeltaBloom Group,24.21875,Nebula Dynamics,20.3125,Magnetar Innovations,18.75,Apexion Innovations,5,5.46875,150,750
98,30,30,30,3.009656084656085,0.5662646997884271,-0.07840760993543226,-0.8448127270481658,2.1055872616982603,0,0.0,0,0.0,0,0.0,2.0,4.0,2.0,EchoSphere Analytics,21.875,Solaris Systems,20.428571428571427,Catalyst Core,18.857142857142858,Quantum Forge,3,3.0178571428571423,150,750
99,30,30,30,3.033915343915344,0.618137505359932,0.20463738186514388,-0.04116302139362649,2.396883097403592,0,0.0,0,0.0,0,0.0,1.75,4.5,2.75,PeakVista Partners,25.4375,HarborWay Holdings,21.214285714285715,IronClad Systems,21.214285714285715,LuxeLoom Enterprises,3,4.223214285714285,150,750
100,30,30,29,3.013998357963875,0.5874662291650276,-0.28655379045178203,-0.5253214460547517,2.2614215142259244,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.166666666666667,2.5,Vortex Venture Group,33.145833333333336,Ascendify Technologies,19.53125,ZenithWorks,19.375,PeakVista Partners,3,13.770833333333336,150,750
101,30,30,30,3.0211507936507944,0.6149631495431611,0.15440662469433294,-0.19831224477027565,2.29155327022262,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.6,4.25,2.65,Quantum Forge,26.35,HarborWay Holdings,18.208333333333332,TitanEdge Consulting,17.96875,Crimson Arc Media,3,8.381250000000001,150,750
102,30,30,30,2.9437301587301588,0.6475587866843783,0.08997467302867034,-1.0949295657239346,2.3962578842815194,0,0.0,0,0.0,0,0.0,1.8571428571428572,4.0,2.142857142857143,DeltaBloom Group,24.025,Vertex Valley Ventures,22.785714285714285,LuxeLoom Enterprises,21.0,HydraFlux Labs,4,3.0249999999999986,150,750
103,30,30,30,3.0116666666666663,0.6956910624851873,0.049891863848676075,0.42160734793375676,2.532380816279281,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.8,3.466666666666667,DeltaBloom Group,23.4375,Apexion Innovations,21.09375,Vortex Venture Group,19.791666666666668,LuxeLoom Enterprises,4,3.645833333333332,150,750
104,30,30,29,3.0423234811165845,0.7511515117059201,0.08182781070282022,0.5491209348456589,2.4176051353631935,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.25,5.0,3.75,ZenithWorks,24.8,Apexion Innovations,20.925,Cobalt Circuitry,18.75,Magnetar Innovations,3,6.050000000000001,150,750
105,30,30,30,3.105846560846561,0.6157842175161053,-0.2217668185722676,-0.09000566378013142,2.3735572622751855,0,0.0,0,0.0,0,0.0,1.7142857142857142,4.5,2.7857142857142856,TitanEdge Consulting,24.88888888888889,StellarPath Logistics,23.571428571428573,EverVault Enterprises,22.785714285714285,PeakVista Partners,4,2.1031746031746046,150,750
106,30,30,30,2.9656349206349204,0.70788606215741,-0.5543086845224036,0.19172029619078046,2.4011184861493846,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.0,3.0,DeltaBloom Group,29.45,Lumeon Strategies,23.4375,LuxeLoom Enterprises,21.7,Ascendify Technologies,4,7.75,150,750
107,30,30,30,3.094920634920635,0.8887494363399666,0.3393611962313477,-0.40240839604771983,2.6729055953200564,0,0.0,0,0.0,0,0.0,1.5,5.0,3.5,LuxeLoom Enterprises,23.333333333333332,BlueFern BioTech,22.785714285714285,IronClad Systems,19.791666666666668,Vertex Valley Ventures,3,3.5416666666666643,150,750
108,30,30,30,3.009040404040404,0.5514306849586843,0.01890480880916489,-0.2330278216661834,2.245274881209708,0,0.0,0,0.0,0,0.0,1.75,4.2,2.45,EverVault Enterprises,30.136363636363637,StellarPath Logistics,18.75,DeltaBloom Group,18.208333333333332,Solaris Systems,3,11.928030303030305,150,750
109,30,30,30,3.0130423280423284,0.502729748579075,0.469445191931467,-0.3228321246267627,2.128821631404712,0,0.0,0,0.0,0,0.0,2.3333333333333335,4.333333333333333,1.9999999999999996,Cobalt Circuitry,22.65625,LuxeLoom Enterprises,19.53125,Orion Synergy,19.53125,Nebula Dynamics,3,3.125,150,750
110,30,30,30,2.942167277167277,0.6773764244656578,-0.1435394010839047,-1.0230224839658437,2.3511894468399483,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,Vortex Venture Group,29.23076923076923,HarborWay Holdings,17.416666666666668,FusionBridge Networks,16.625,Nimbus Nexus,3,12.60576923076923,150,750
111,30,30,30,2.9714021164021163,0.7155343725395744,-0.2754020404040439,-0.9381616223732436,2.353984548143494,0,0.0,0,0.0,0,0.0,1.5,4.2,2.7,EchoSphere Analytics,21.214285714285715,DeltaBloom Group,18.208333333333332,EverVault Enterprises,17.416666666666668,Ascendify Technologies,3,3.7976190476190474,150,750
112,30,30,30,3.0584391534391533,0.6309845831632437,0.37862251917848144,-0.36206737541272993,2.311941547876375,0,0.0,0,0.0,0,0.0,2.125,4.666666666666667,2.541666666666667,Solaris Systems,24.21875,Nebula Dynamics,23.4375,HarborWay Holdings,21.214285714285715,Crimson Arc Media,3,3.0044642857142847,150,750
113,30,30,30,2.961626984126984,0.7141989596786367,0.16702218342590777,-0.9969458187889466,2.2588261157343825,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,ZenithWorks,22.65625,Cobalt Circuitry,22.555555555555557,Orion Synergy,18.857142857142858,TerraNova Solutions,3,3.7991071428571423,150,750
114,30,30,30,2.8722077922077918,0.7951384075970649,-0.13080902737652578,0.03322825295700671,2.498929563690935,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,4.666666666666667,3.666666666666667,TitanEdge Consulting,26.272727272727273,Solaris Systems,19.0,Cobalt Circuitry,18.75,Nebula Dynamics,3,7.522727272727273,150,750
115,30,30,30,3.10287037037037,0.639588206142979,-0.24343821546784253,-0.25058039719100433,2.473766646952153,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,DeltaBloom Group,26.444444444444443,HarborWay Holdings,24.11111111111111,HydraFlux Labs,22.785714285714285,Cobalt Circuitry,2,3.658730158730158,150,750
116,30,30,30,2.9087301587301586,0.8155921080347103,0.1987378189036141,0.2339564272913912,2.6261444493561785,0,0.0,0,0.0,0,0.0,1.0,5.0,4.0,ZenithWorks,27.125,Solaris Systems,19.642857142857142,HarborWay Holdings,17.96875,Lumeon Strategies,3,9.15625,150,750
117,30,30,30,2.9301984126984126,0.7223058003707163,-0.6706052251275506,-0.068563915217982,2.5138755975478237,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.0,3.0,LuxeLoom Enterprises,21.214285714285715,TerraNova Solutions,21.09375,Orion Synergy,20.428571428571427,Nimbus Nexus,3,0.7857142857142883,150,750
118,30,30,30,3.0903571428571426,0.641918505663945,1.2909025068090692,1.7566616950804903,2.1404333136188196,3,10.0,0,0.0,3,10.0,2.142857142857143,5.0,2.857142857142857,TerraNova Solutions,29.45,Crimson Arc Media,23.333333333333332,Nimbus Nexus,21.214285714285715,Vortex Venture Group,4,8.235714285714284,150,750
119,30,30,30,3.0226719576719576,0.6868078582497286,0.6093394582278346,0.44143475444442926,2.199723686817171,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,HydraFlux Labs,24.025,Aurora Axis,21.77777777777778,PeakVista Partners,19.0,Quantum Forge,3,5.024999999999999,150,750
120,30,30,30,2.9096693121693127,0.7039980374876653,-0.3464133240321499,-0.27341933325803414,2.32742132943338,0,0.0,0,0.0,0,0.0,1.5,4.333333333333333,2.833333333333333,Orion Synergy,21.875,LuxeLoom Enterprises,21.77777777777778,Vertex Valley Ventures,18.208333333333332,EchoSphere Analytics,5,3.666666666666668,150,750
121,30,30,30,3.0474470899470902,0.5889451805278437,0.4704501557174439,0.14418388330791831,2.1642014310253876,2,6.666666666666667,0,0.0,2,6.666666666666667,2.0,4.5,2.5,Orion Synergy,24.11111111111111,PeakVista Partners,21.214285714285715,HydraFlux Labs,19.53125,Catalyst Core,4,4.579861111111111,150,750
122,30,30,30,2.9407936507936503,0.7535456585110297,0.5659371286586113,-0.19784482030176997,2.334848613650846,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.6,2.9333333333333327,BlueFern BioTech,19.53125,HydraFlux Labs,18.071428571428573,StellarPath Logistics,17.416666666666668,Nebula Dynamics,3,2.114583333333332,150,750
123,30,30,30,3.023835978835979,0.8202416976530742,-0.3566324334387386,0.5973223431405632,2.4011184861493846,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Lumeon Strategies,24.11111111111111,Orion Synergy,20.3125,PeakVista Partners,18.208333333333332,HydraFlux Labs,3,5.902777777777779,150,750
124,30,30,30,2.945780423280423,0.6361584369748596,-0.5669682129889151,0.27014836318407287,2.3927846621897886,2,6.666666666666667,2,6.666666666666667,0,0.0,1.3333333333333333,4.0,2.666666666666667,Crimson Arc Media,22.65625,LuxeLoom Enterprises,20.3125,ZenithWorks,17.11111111111111,Ascendify Technologies,3,5.545138888888889,150,750
125,30,30,30,2.981574074074074,0.7165074770563393,-0.1738810215805696,-0.8565276478031207,2.4975347643587216,0,0.0,0,0.0,0,0.0,1.5,4.125,2.625,Quantum Forge,28.0,Ascendify Technologies,26.444444444444443,TerraNova Solutions,25.0,PrismPoint Studios,3,3.0,150,750
126,30,30,29,3.015585659551177,0.4705003598505216,-0.9224679986631346,0.4113435264974217,2.0574635032744535,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.6666666666666667,3.6666666666666665,1.9999999999999998,FusionBridge Networks,25.666666666666668,Vertex Valley Ventures,21.77777777777778,Orion Synergy,17.96875,ZenithWorks,4,7.697916666666668,150,750
127,30,30,30,2.9870634920634918,0.6369353006573603,0.04898761097859076,-0.05856221951169882,2.3064483133303573,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.333333333333333,2.666666666666666,Solaris Systems,24.8,Vertex Valley Ventures,24.025,DeltaBloom Group,20.428571428571427,Crimson Arc Media,3,4.371428571428574,150,750
128,30,30,30,2.9382142857142854,0.679471301822233,-0.580493927890619,0.6924301724332476,2.3731149799970237,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.2,3.2,TerraNova Solutions,19.642857142857142,HarborWay Holdings,19.0,FusionBridge Networks,18.071428571428573,Catalyst Core,4,1.5714285714285694,150,750
129,30,30,30,2.978095238095238,0.653590698533396,0.1588183066016624,-0.9716794217668268,2.2444138295776113,0,0.0,0,0.0,0,0.0,2.0,4.25,2.25,Crimson Arc Media,21.875,Orion Synergy,18.208333333333332,Lumeon Strategies,18.208333333333332,Apexion Innovations,5,3.666666666666668,150,750
130,30,30,30,2.957738095238095,0.7567522171611937,-0.17952688206104198,0.046492964646072554,2.4668786130739218,0,0.0,0,0.0,0,0.0,1.0,4.5,3.5,HydraFlux Labs,20.428571428571427,Ascendify Technologies,19.53125,StellarPath Logistics,19.0,StellarPath Logistics,4,1.428571428571427,150,750
131,30,30,30,3.0321825396825397,0.6145515515694409,1.1378939685068614,1.7930085335278987,2.1274213294333797,2,6.666666666666667,0,0.0,2,6.666666666666667,2.0,5.0,3.0,EverVault Enterprises,19.642857142857142,TitanEdge Consulting,17.96875,PrismPoint Studios,17.96875,FusionBridge Networks,3,1.6741071428571423,150,750
132,30,30,30,2.996415343915344,0.6187542080683085,-0.34092596522887714,-0.8087758539350225,2.2648530979805175,0,0.0,0,0.0,0,0.0,1.6,4.0,2.4,Orion Synergy,21.77777777777778,StellarPath Logistics,19.0,Apexion Innovations,17.6,Crimson Arc Media,3,4.177777777777777,150,750
133,30,30,28,2.8871315192743756,0.7685696289912856,-0.39640794669146684,-0.375369121148045,2.5705981190900795,0,0.0,0,0.0,0,0.0,1.0,4.333333333333333,3.333333333333333,StellarPath Logistics,25.666666666666668,IronClad Systems,25.4375,Aurora Axis,22.785714285714285,Vertex Valley Ventures,4,2.880952380952383,150,750
134,30,30,30,2.919761904761905,0.7371575969569347,-0.33179683078005234,0.34800936179230835,2.362943585225163,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.25,3.25,TitanEdge Consulting,21.214285714285715,Orion Synergy,19.642857142857142,BlueFern BioTech,15.833333333333334,Vortex Venture Group,3,5.380952380952381,150,750
135,30,30,30,2.9595634920634923,0.6236735344421935,0.11740152902885287,-0.299029051514049,2.35079265267182,0,0.0,0,0.0,0,0.0,1.75,4.2,2.45,Apexion Innovations,20.428571428571427,Crimson Arc Media,19.53125,Cobalt Circuitry,18.071428571428573,FusionBridge Networks,3,2.357142857142854,150,750
136,30,30,30,2.9595502645502645,0.5617981650650749,-0.500766989714413,0.024072030611081985,2.1541215016754824,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.5,4.0,2.5,Apexion Innovations,21.77777777777778,Aurora Axis,17.416666666666668,Magnetar Innovations,17.285714285714285,PrismPoint Studios,3,4.492063492063494,150,750
137,30,30,30,3.0252380952380955,0.6615650464297493,0.06950469124062297,-1.1514717742085396,2.2908770663513964,0,0.0,0,0.0,0,0.0,2.0,4.166666666666667,2.166666666666667,Magnetar Innovations,32.375,IronClad Systems,22.65625,ZenithWorks,18.208333333333332,Ascendify Technologies,3,14.166666666666668,150,750
138,30,30,30,3.016901154401155,0.8029831775782587,0.4792483250359989,-0.1826722147239508,2.586035498760508,0,0.0,0,0.0,0,0.0,1.6666666666666667,5.0,3.333333333333333,Aurora Axis,27.818181818181817,Crimson Arc Media,21.875,BlueFern BioTech,21.09375,IronClad Systems,4,6.724431818181817,150,750
139,30,30,30,2.9730555555555553,0.6224329355009028,0.030154211712649964,-0.07311394661796422,2.254773168630612,0,0.0,0,0.0,0,0.0,1.5,4.25,2.75,Solaris Systems,24.8,EverVault Enterprises,21.875,Vertex Valley Ventures,19.53125,TitanEdge Consulting,3,5.268750000000001,150,750
140,30,30,30,2.9225661375661374,0.6348428419053201,0.09407114559533462,-0.21028335847856594,2.236452797660028,0,0.0,0,0.0,0,0.0,1.5,4.333333333333333,2.833333333333333,Quantum Forge,24.11111111111111,Ascendify Technologies,17.285714285714285,LuxeLoom Enterprises,16.625,LuxeLoom Enterprises,4,7.486111111111111,150,750
141,30,30,30,3.070555555555556,0.7587200885962531,-0.09929405592414144,-0.4931046307708953,2.4920415298127034,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.5,3.166666666666667,DeltaBloom Group,28.675,Orion Synergy,22.65625,Cobalt Circuitry,22.0,Lumeon Strategies,4,6.675000000000001,150,750
142,30,30,30,2.9605555555555556,0.6322246631470161,0.5436871119433363,0.016656039887117835,2.075075483501529,3,10.0,0,0.0,3,10.0,1.75,4.333333333333333,2.583333333333333,Quantum Forge,19.791666666666668,EverVault Enterprises,19.53125,HydraFlux Labs,19.53125,Lumeon Strategies,4,0.26041666666666785,150,750
143,30,30,30,2.9610582010582007,0.6792883039411354,0.016999544106194968,-0.15921387768703,2.4682734124061354,0,0.0,0,0.0,0,0.0,1.5,4.6,3.0999999999999996,BlueFern BioTech,21.0,Orion Synergy,21.0,TerraNova Solutions,19.791666666666668,Apexion Innovations,4,1.2083333333333321,150,750
144,30,30,30,3.006230158730158,0.6978118593815058,0.9823174932985977,1.0435253868857135,2.3240924804297176,2,6.666666666666667,0,0.0,2,6.666666666666667,2.0,5.0,3.0,EchoSphere Analytics,22.0,DeltaBloom Group,21.7,Nebula Dynamics,19.53125,PeakVista Partners,3,2.46875,150,750
145,30,30,30,2.997738095238095,0.7562396873106061,-0.3134245870733079,-0.2711957500018696,2.572253928364927,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.25,4.5,3.25,Solaris Systems,21.09375,Nimbus Nexus,21.09375,Aurora Axis,18.071428571428573,TitanEdge Consulting,3,3.022321428571427,150,750
146,30,30,30,2.991085858585858,0.6896062275415059,-0.7479141157918908,0.6400258620199382,2.3722539283649264,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.090909090909091,3.090909090909091,Catalyst Core,21.214285714285715,Nebula Dynamics,19.642857142857142,TitanEdge Consulting,19.53125,Orion Synergy,5,1.6830357142857153,150,750
147,30,30,30,2.9951851851851847,0.6993495154984898,-0.2691007281982897,0.9655633823548384,2.329728171146842,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,4.666666666666667,3.666666666666667,EchoSphere Analytics,21.09375,Aurora Axis,19.53125,FusionBridge Networks,19.444444444444443,Vertex Valley Ventures,4,1.6493055555555571,150,750
